word, count
ilghnéitheacha,43
thionscail,43
hachomair,43
éag,43
deara,43
phingin,43
ionchúiseamh,43
leabhair,43
fós,43
iompair,43
dhréineála,43
íocfaidh,43
ráthaíocht,43
héigeanta,43
maraon,42
choimisinéirí,42
foirm,42
gaireas,42
daingnithe,42
cheapa,42
gciste,42
naoi,42
neamhniú,42
iontaobhas,42
cheapfaidh,42
cirt,42
aisghairtear,42
ranníoca,42
trádála,42
breith,42
gcaitheamh,41
pionós,41
príosúnacht,41
cuirfar,41
scoir,41
himeachtaí,41
atha,41
iniúchóir,41
dualgas,41
choinníoll,41
ballóide,41
gcúrsa,40
droichead,40
gheobhaidh,40
hiontaobhaithe,40
chruinniú,40
náisiúnta,40
bainfidh,40
dílsithe,40
áitribh,40
cheannaigh,40
gcolún,40
choimeád,40
bliantúil,40
bpunt,40
leasuithe,40
bhainc,40
scor,40
airleacain,40
cheadú,39
chumasú,39
cláruithe,39
aisghairm,39
pingin,39
ainmnithe,39
thógáil,39
clár,39
ireann,39
ranníoc,39
sheoladh,39
tugtha,39
laghad,39
costaisí,39
buanú,39
rsquo,39
chríoch,38
fhianaise,38
cosc,38
bainistí,38
riachtanach,38
réasúnta,38
craolacháin,38
thurus,38
gearán,38
generálta,38
ceannais,38
chuan,38
fórsaí,38
infheidhmithe,38
éigin,38
ú,38
gcuirfí,37
thugann,37
ndearna,37
ceanglas,37
láithreach,37
ball,37
modh,37
phort,37
rial,37
pearsanta,37
phoiblí,37
aicme,37
orthu,37
aosaithe,37
dhualgas,37
bhfeidhmiú,36
gcuideachta,36
mhíle,36
tha,36
inti,36
thrácht,36
urrúis,36
féachaint,36
anso,36
tabla,36
seachtó,36
oibreoidh,36
nodlag,36
íocaíochtaí,36
gcuideachtaí,36
tríocha,36
thaisbeáint,36
bhailíocht,36
fholaíonn,36
moltar,36
chumann,36
foluíonn,36
phinsean,36
chríche,36
bhóthair,36
dhaingni,36
choimisiúin,36
fáis,36
milliún,36
únaer,35
bpríosún,35
thabharfaidh,35
ghnóthú,35
cuibhe,35
phinsin,35
taifead,35
chuirfidh,35
limistéar,35
fostaíocht,35
tiontó,35
comhairlí,35
achtacháin,35
chosc,35
shuífidh,35
chreidiúint,35
márta,35
gceist,35
shonrú,35
rithte,35
chumainn,34
táille,34
urrús,34
dleacht,34
méideanna,34
costas,34
imeacht,34
chomhaltaí,34
sealbhóir,34
mhilliún,34
bhreitheamh,34
oibriú,34
bunaithe,34
fhostaithe,34
gheobhfar,34
anois,34
díolúine,34
bréagach,34
saoráidí,34
ndéanamh,34
toghachán,34
tairbh,34
sol,34
togra,34
leanaí,33
státchiste,33
leanfidh,33
forlíontach,33
cigire,33
dheireadh,33
ghabhas,33
uirthi,33
ndeár,33
dliteanas,33
achuinge,33
iniúchadh,33
ghníomh,33
fiosrúchán,33
dho,33
comhlíonadh,33
chonradh,33
óna,33
reifrinn,33
fuarthas,33
airteagal,33
cúis,33
freisin,33
bóthar,33
baint,33
seanaoise,33
meitheamh,33
bhunreacht,32
sampla,32
chosaint,32
chostas,32
iasachtaí,32
feidhmiúcháin,32
cathaoirleach,32
dearbhú,32
gcontae,32
fad,32
choimisinéir,32
fhostóir,32
tighe,32
dtagartar,32
cuntais,32
sl,32
príomhshuime,32
costais,32
ghabháil,32
ba,32
céibheanna,32
luadh,31
coiriúil,31
éisteacht,31
leanúnach,31
charthanais,31
dochair,31
fómhair,31
dheonú,31
deonaíodh,31
cosaint,31
atharú,31
státseirbhís,31
cheadúnas,31
stoc,31
ceithre,31
tsoláthair,30
éilitheora,30
forordaithe,30
dheona,30
bharr,30
cleithiúnaí,30
leor,30
tairbhe,30
fhostaíocht,30
aoisliúntas,30
thithe,30
sula,30
cheachtar,30
iontu,30
pleananna,30
chuig,30
scrúdaitheoir,30
aerloingseoireachta,30
chomhlacht,30
chláraithe,30
thug,30
dtailte,30
leasanna,30
dháil,30
thoradh,30
ord,30
cíos,30
bhlianacht,30
príobháideach,30
thalmhaíochta,30
mhodh,30
ta,29
bóithre,29
aturnae,29
chionta,29
ranníocach,29
íocfidh,29
tabhairt,29
bhféadfaidh,29
cás,29
dualgaisí,29
ré,29
cumhachta,29
suime,29
bhainisteoir,29
áireofar,29
irteanna,29
ginearálta,29
fheidhmeanna,29
taoiseach,29
chuain,29
phuiblí,29
shonróidh,29
comhair,29
rialaithe,29
cóipeanna,28
nós,28
son,28
chóir,28
bhinse,28
chion,28
seoladh,28
coimisinéir,28
ndaoine,28
athchóiriú,28
cheapfidh,28
briotáineach,28
imthosca,28
mhuirearú,28
ard,28
lúnasa,28
praghsanna,28
theastóidh,28
vótáil,28
maoine,28
beid,28
chúis,28
chloig,28
chothabháil,28
threoir,28
thailte,28
bannaí,28
luacháil,28
inte,28
ama,28
bhallóide,28
chúnamh,28
féadfid,27
baintreach,27
bpost,27
aca,27
taobh,27
déiríochta,27
lucht,27
éagumais,27
táillí,27
narm,27
bunaíodh,27
gcoinne,27
oibrithe,27
luaite,27
sheanad,27
leabhar,27
míre,27
roinnt,27
gcoimeád,27
baintrí,27
bás,27
páirteach,27
sceidil,27
thagairtí,27
cuardaigh,27
cé,27
ceanntar,27
lsquo,27
coiníollacha,27
seirbh,27
bhfuair,27
riaráistí,27
thoiliú,26
cólucht,26
fuair,26
féadfa,26
fhorlíontaigh,26
custum,26
pósadh,26
ab,26
bunú,26
cúirt,26
telegrafa,26
bhreithniú,26
dhul,26
díola,26
soláthair,26
dhliteanas,26
ceannaigh,26
díospóid,26
ch,26
deire,26
forlíontacha,26
sócmhainní,26
fhaisnéis,26
seasca,26
oibreachais,26
bhain,26
asbhaint,26
dheimhniú,26
páirtí,26
charthanas,26
aeriompair,26
cláraitheoir,26
ndéanfaí,26
caiteachas,26
dhiúscairt,26
chríochnú,26
iris,26
imscrúdú,25
intíre,25
ionadaí,25
móide,25
aonaid,25
freastal,25
comhaontuithe,25
cheaptha,25
ilghn,25
fhoilsiú,25
barántas,25
horduithe,25
deimhnithe,25
híocfar,25
caidrimh,25
íocadh,25
mbannaí,25
chuirfear,25
dhroim,25
deighleálaí,25
púint,25
pháipéir,25
chorpraithe,25
mblian,25
mór,25
céim,25
shanntar,25
gc,25
gurbh,25
comhiomlán,25
chomhlachais,25
athghairmtear,25
dáil,25
árthaigh,24
ideacha,24
tú,24
mhaitheamh,24
athruithe,24
chólucht,24
mhuirear,24
mbainfidh,24
thoirmeasc,24
itheacha,24
gníomh,24
chomhachta,24
éirinn,24
chathair,24
ráthaíochta,24
tuairisc,24
tráthanna,24
phríosúntacht,24
cheithre,24
mhuirir,24
bhfostaithe,24
ghaireas,24
sásta,24
nócha,24
curtha,24
dhéantar,24
chomhlachta,24
tuilleadh,24
cheana,24
tr,24
aerárthaigh,24
mola,24
cláir,24
oibrí,24
oideachais,24
diúscairt,24
teilifíse,24
stáisiún,24
phósta,24
athghairm,24
shealadaigh,24
mbaile,23
cuartaíochta,23
thionscnamh,23
shocróidh,23
gcomhaontú,23
eug,23
aireacht,23
déileálaí,23
hordófar,23
chuir,23
cúnamh,23
ceadúnais,23
lasmuich,23
colún,23
eol,23
saor,23
cheist,23
dualgais,23
seirbhíseach,23
cheathrú,23
gheofar,23
ísle,23
fhostaí,23
faid,23
pinsinéir,23
sainráite,23
móna,23
thabharfar,23
tháinig,23
chomhlachas,23
dúiche,23
leasuítear,23
abhcóide,23
sheachtain,23
thabharfidh,23
tseanaid,23
shonraithe,23
faisnéis,23
lua,23
cheapfar,23
chomhionainn,23
bronntar,23
clárú,23
corparáide,23
hachtacháin,23
cheartas,23
fearchéile,23
chúcha,23
méaduithe,22
dintar,22
léas,22
uachtaráin,22
iarrfaidh,22
leithligh,22
ainmniú,22
leithreasú,22
neamhchustam,22
neamhranníocach,22
luafar,22
sárú,22
teastáil,22
bhuaidh,22
leasaíonn,22
díotáil,22
ceangailte,22
mhodhnú,22
roghnú,22
foráltar,22
sheirbheáil,22
aois,22
cuntaisí,22
sonraítear,22
aontuithe,22
dleachtanna,22
uatha,22
aimsir,22
míntíreach,22
bhreise,22
láimh,22
thiocfaidh,22
ráthaíochtaí,22
ndéanann,22
thabhóidh,22
connra,22
trína,22
seisean,22
pas,22
eadhon,21
cruinniú,21
mian,21
gníomhach,21
túisce,21
comhphobail,21
átha,21
port,21
iniúcha,21
riamh,21
tuarasgabháil,21
bhóthar,21
bhfostóir,21
réim,21
coda,21
phinsinéara,21
dheiridh,21
gafa,21
daichead,21
ionta,21
comhlachta,21
bhóithre,21
chúram,21
fhoirm,21
ioncam,21
athchomhairc,21
tuairim,21
mbaint,21
fhorordaithe,21
cholún,21
tal,21
uachtarach,21
aireachta,21
riachtanais,21
himthosca,21
bhearnaithe,21
ansan,21
dlíthiúil,21
fho,21
puist,21
thuaidh,20
gaeltachta,20
bintiúir,20
mball,20
páipéar,20
ordachán,20
teachtadh,20
coiri,20
thréigthe,20
faighte,20
dícháilithe,20
síos,20
ceapacháin,20
dhóibh,20
bunuíodh,20
ndéanfidh,20
dhearbhú,20
tógála,20
cuideachtan,20
siltin,20
shealbhú,20
rátuithe,20
gcruthófar,20
teaghlaigh,20
mhara,20
deonfar,20
coinne,20
tabharfidh,20
dtugtar,20
ceanglais,20
bháis,20
banchéile,20
dl,20
lughbhaidh,20
seirbhísigh,20
amp,20
cuairte,20
gcríocha,20
airteagail,20
chleithiúnacha,20
caite,20
mheasfaidh,20
tugtar,20
phríosún,20
bhealtaine,20
uachtarán,20
cineál,20
connick,20
custuim,20
fichead,20
eolais,19
hoifige,19
fheidhm,19
chigire,19
bhfo,19
bh,19
thiocfidh,19
leanfar,19
dh,19
dlínse,19
chéibh,19
bunreacht,19
bhailecheanntair,19
aerfort,19
marc,19
oiread,19
sealbhairí,19
aisce,19
tseirbhís,19
blianachta,19
leanúint,19
liostaí,19
sibhialta,19
tharla,19
iarratais,19
híoc,19
rúin,19
shíniú,19
dhíobh,19
bpáipéar,19
íosta,19
ghearra,19
fhionnadh,19
iomlaoide,19
faillí,19
mbanc,19
mheitheamh,19
úsáide,19
páirce,19
míniú,19
cinn,19
meastachán,19
luaidhte,19
beatha,19
oiriúnú,19
bunreachta,19
bóthair,19
bhaintreacha,19
dhi,19
bhreithiúnais,19
gcuideachtain,19
dhílsiú,19
stiúrthóra,19
ochtó,19
sheilbh,19
biotáille,19
chuntas,19
fuil,19
árachas,19
aerárthach,19
sionna,19
se,18
cuain,18
laghdú,18
adúradh,18
aonair,18
bhfomhír,18
phraghas,18
bhaill,18
seachtainiúla,18
dliteanais,18
húdaráis,18
siúl,18
bhféadfaí,18
árthach,18
bunófar,18
riaráiste,18
gceadúnas,18
inchurtha,18
dtosach,18
srian,18
gcostas,18
luíonn,18
luath,18
réasúin,18
fhorála,18
mbliain,18
gcásanna,18
nacht,18
choda,18
bliantúla,18
cuan,18
lasmuigh,18
baineann,18
áirithiú,18
cistí,18
bhfógra,18
ghlaca,18
parlaiminte,18
éilimh,18
fear,18
neamhdhleathach,18
ionchurtha,18
spreagadh,18
breataine,18
chonnra,18
fhóir,18
infheistiú,18
difear,18
oibritheoir,18
vótaíochta,18
sínithe,18
ndéanfadh,18
théarmaí,18
hús,18
ciona,18
línte,18
gcinneadh,18
phionóis,18
aer,18
phuirt,18
phríomhshuim,17
dhl,17
ndintar,17
fhios,17
treoracha,17
tonnáiste,17
críochnú,17
dhréineáil,17
leaga,17
tharchur,17
daingniú,17
scoile,17
pósta,17
morgáiste,17
cóir,17
idirn,17
beartuithe,17
eisíodh,17
ithre,17
mheas,17
háirithe,17
míleata,17
gcoitinne,17
céibhe,17
bpingin,17
chraoladh,17
chuardach,17
bhfocal,17
gcéibh,17
choinne,17
amhras,17
toirmiscthe,17
chláraitheora,17
cúirteanna,17
contrárdha,17
droichid,17
chonnarthóir,17
dúithche,17
fuascailte,17
éilíonn,17
leataoibh,17
tháirgí,17
stáisiúin,17
híocadh,17
difir,17
modhnú,17
chill,17
fíneála,17
léirbhreithniú,17
thoghcháin,17
siúicre,17
chirt,17
gcoiste,17
iasachta,17
déarfar,17
rsa,17
congnamh,17
ceirde,17
coistí,17
ghnótha,17
connarthóir,17
chathaoirleach,17
post,17
toirmeasc,17
dheasca,17
críochnuithe,17
thréimhse,17
fionnraí,17
ráithe,17
náirítear,16
gcinnfidh,16
aerlínte,16
airí,16
aoisliúntais,16
hiontaobhais,16
seola,16
fiosrú,16
araon,16
toisc,16
custam,16
díobháil,16
árachais,16
sara,16
aisíoctha,16
toghch,16
bhéal,16
caipitiúil,16
bancánachtaí,16
nochta,16
mhaithe,16
formhór,16
conus,16
hailt,16
iubhair,16
forbairt,16
oifigí,16
páirt,16
poist,16
comhlachtaí,16
críochnaitheach,16
bhfostaíocht,16
ritheadh,16
atharuithe,16
arachas,16
gcláraitheoir,16
úil,16
niasachtaí,16
cíosa,16
toil,16
fhomhír,16
oifigiúla,16
ghrianphuirt,16
bailí,16
gcuntas,16
thuairiscítear,16
bhfabhar,16
bhanc,16
coimeád,16
rúnaithe,16
ragha,16
ceapachán,16
dhífhostaíochta,16
fógrán,16
póstaí,16
chóip,16
dhéanfas,16
gceangal,16
fearainn,16
conarthaí,16
luimnigh,16
moladh,16
coinníoll,16
aibreán,16
idirnáisiúnta,16
mál,16
lathaighe,16
státseirbhíseach,16
suí,16
chiona,16
folóidh,16
cuanta,16
ceapa,16
tordú,16
teorainn,16
ghearradh,16
dochtúireachta,16
duganna,16
mbailecheanntar,15
breithiúnais,15
meisci,15
ionstadtha,15
sheirbhís,15
mhionn,15
bhfianaise,15
ospidéal,15
shealbhóir,15
tofa,15
dearbhán,15
abha,15
bhuanú,15
dheonadh,15
cuir,15
caipitil,15
chónaíonn,15
fiacha,15
theannta,15
maith,15
sionainne,15
tairbhí,15
breitheamh,15
hoifigigh,15
mhola,15
mhíniú,15
fheithicil,15
fosta,15
páirtithe,15
gléas,15
malairte,15
comhdhéanta,15
tréimhsí,15
fiosrúcháin,15
regleáil,15
foláir,15
chúitimh,15
eastát,15
cheanglais,15
réitigh,15
dhíscaoileadh,15
déanfí,15
phósadh,15
haicmí,15
eorpacha,15
choiscfidh,15
thuilleadh,15
chláraitheoir,15
páipéir,15
molta,15
sháróidh,15
cúrsaí,15
thr,15
dheighleálaithe,15
luíod,15
amuinisin,15
cht,15
gclúdach,15
rátúcháin,15
fhoirceannadh,15
tuarastal,15
airtiogal,15
gceann,15
ndéantar,15
roinne,15
gcumann,15
pháirtí,15
éagtha,15
fhinné,15
chuarda,15
gníomhartha,14
chiontaí,14
bhforáiltear,14
sonrófar,14
dhiúltóidh,14
tógadh,14
phonc,14
airbheartóidh,14
chomóra,14
lascaine,14
coiriúla,14
loingseoireachta,14
réasún,14
dtuairim,14
vóta,14
chearta,14
aicmí,14
lóisteálta,14
cheantar,14
reifreann,14
iniúchóra,14
deochanna,14
bhailiú,14
chasa,14
bearta,14
thabhaigh,14
cadé,14
cleithiúnach,14
cionn,14
liosta,14
comhréir,14
chomhacht,14
onnmhairiú,14
phionós,14
trádáil,14
thora,14
chumhachtaí,14
comhlíonfaidh,14
dheisiú,14
gcomhlíonadh,14
scríbhinní,14
bealtaine,14
bharántas,14
iarrann,14
cheanntar,14
háireofar,14
eiseofar,14
vótálaí,14
cheiliúra,14
bpúint,14
blianacht,14
mionn,14
leithreas,14
och,14
chruthú,14
horduítear,14
nárbh,14
stad,14
eacnamaíochta,14
athló,14
cónascadh,14
blianta,14
bpríomh,14
daingnítear,14
toghchán,14
cúram,14
híocaíochta,14
fhiosrúcháin,14
toiliúil,14
admháil,14
éilitheoir,14
dréacht,14
abhar,14
ceannach,14
deis,14
gnóthú,14
breitheanna,14
préimheanna,14
héilítear,14
láimhdeachais,14
scéal,14
bhfuirm,14
stiúrthóirí,13
fhéadfar,13
líne,13
luafaidh,13
scilling,13
bhreith,13
príosún,13
póilíneachta,13
gearánaí,13
bhanchéile,13
héileofar,13
bhean,13
gclár,13
fhostóra,13
dhe,13
neamhbhailí,13
ceiliúra,13
dtiocfaidh,13
athchomharc,13
morgáistí,13
comhthéacs,13
breithi,13
tógfar,13
chorparáid,13
phraghais,13
mholadh,13
chúnaimh,13
inghnóthaithe,13
tora,13
thagann,13
bport,13
rachais,13
teorann,13
eallach,13
bhíthin,13
lóisteáil,13
cúitimh,13
bpraghas,13
mbóthar,13
déanfa,13
uiríolla,13
bhfuilid,13
beo,13
dhiúltú,13
gcuirfear,13
gcuirfidh,13
sonrach,13
gcúirteanna,13
sular,13
gcathair,13
logainmneacha,13
gcónaí,13
vótanna,13
gcontaethe,13
chaiteachais,13
leathnaíonn,13
socrófar,13
chúiteamh,13
ceannphort,13
einne,13
ábhartha,13
lánaimsire,13
ioncuim,13
dtabharfaidh,13
phobail,13
mhó,13
oscailt,13
teorainneacha,13
ionas,13
tuairisceán,13
cheanglaítear,13
ceadaithe,13
thigh,13
dhílleachtaí,13
céibh,13
leictreachas,13
loingeas,13
fearr,13
líona,13
taighde,13
idirbhirt,13
diúitéthe,13
phearsa,13
haicme,13
pháirt,13
dréachta,13
inniúla,13
tsaghas,13
cheistiú,13
urláimh,12
carthanúla,12
héinne,12
omhaireacht,12
intuigthe,12
dheire,12
gcomhlacht,12
bhreatain,12
fh,12
gearrtha,12
bhfeidhmeanna,12
pharóiste,12
theoranta,12
bhfoirm,12
cásanna,12
mbíonn,12
oca,12
choiníoll,12
chomhairleoir,12
comhlachas,12
ghinearáltacht,12
cruinneofar,12
niasacht,12
chleithiúnaigh,12
conartha,12
cúl,12
iomarcaíochta,12
fionraí,12
saighdiúir,12
cheanglóidh,12
dála,12
taiscí,12
bhéarfar,12
stoic,12
síníodh,12
noibreacha,12
mhéaduithe,12
críochnaithe,12
úsáideann,12
bhás,12
pionóisí,12
chúiseamh,12
dílleachta,12
sonrú,12
shamhail,12
newry,12
chaipitiúil,12
luadhfar,12
reachta,12
íocaíochta,12
práinne,12
toghadh,12
