dúirt,ár,bliana,orm
maidir,isteach,deireadh,nós
cinn,Gaeilge,Irish,bhíonn
leabhar,é,rinne,beidh
teanga,bheidh,bheidh,iad
lena,mhaith,ina,mac
siúd,fear,maidir,a
sin,dom,cinn,Irish
átha,dé,uisce,tríd
díreach,tí,san,chun
síos,dul,measc,cuid
cheann,ná,ndiaidh,tú
gcónaí,eolas,nós,fuair
tír,scoil,beidh,roinn
agus,rialtas,deireadh,leat
cheann,fearr,atá,ansin
bhíodh,bheith,Ghaeilge,síos
uaidh,fada,cur,beag
isteach,déanamh,chomh,sa
cur,do,leat,thabhairt
amuigh,Gaeilge,orm,gach
gach,ann,í,caint
caite,más,bheith,caint
leanas,tá,mise,mhór
cé,bean,trí,sásta
Gaeilge,bhaint,amuigh,dúinn
má,Éirinn,don,nár
thug,bean,os,nuair
má,ndóigh,fad,liom
againn,á,chomh,tíre
bean,gan,ndóigh,againn
di,san,arís,den
oibre,nár,gcónaí,orm
caint,bhean,aige,le
rialtas,dhéanamh,agat,síos
cur,más,má,suas
chéad,tharla,uí,taobh
faoin,réir,beag,úsáid
Ghaeilge,bharr,go,ort
nua,chuige,mhór,baile
atá,siúd,di,díreach
lucht,anuas,sé,teanga
siúl,fada,cuid,agat
dhaoine,gcónaí,cad,acu
siúd,sna,áit,isteach
air,seisean,gurb,bhaile
gur,ab,tháinig,mó
sna,maith,teach,muid
oibre,ón,dhiaidh,saol
raibh,ón,agus,anois
istigh,an,dúinn,ndóigh
atá,teanga,cén,scríobh
más,rinne,scríobh,iad
arsa,leor,úsáid,iad
féidir,Éirinn,réir,amach
dá,ann,don,ach
beidh,leis,in,gcónaí
san,istigh,réir,oibre
mar,síos,ár,chuige
méid,lena,gcónaí,di
agat,Irish,rinne,chomh
fhios,shin,cén,oibre
tharla,hÉireann,Gaeltachta,aghaidh
mbeidh,taobh,maidir,díreach
roinnt,thart,isteach,uair
í,más,uair,mar
ag,chuig,gceist,uirthi
ina,linn,lucht,chuir
rinne,againn,Gaeltachta,uaidh
dhaoine,chur,más,go
baint,más,nós,dhiaidh
mar,san,fearr,céanna
sin,lámh,cur,inniu
thar,tharla,anseo,chéile
gcónaí,léir,láthair,chuaigh
bean,bhíonn,agat,arsa
uí,iarraidh,rinne,cheart
linn,baint,fhios,bheith
déanamh,hÉireann,gcuid,cúpla
leanas,liom,ea,aige
nó,Gaeilge,léi,lena
dúirt,níor,bhean,bheidh
chuir,ea,uair,fiú
roinn,seisean,oiread,á
déanta,ba,tar,lae
faoin,am,níl,nua
ais,baile,chéad,roinn
tá,fearr,faoin,agat
éis,bheith,cuireadh,chuir
iarraidh,amach,fháil,ansin
mórán,sin,anseo,éis
le,lucht,teanga,ó
chéad,úsáid,nós,uí
roimh,níos,céard,cad
thabhairt,níl,siúd,bhíodh
caite,bhliain,díreach,bheith
os,cheart,trí,bhean
Gaeltachta,againn,fada,cuid
amuigh,roinnt,gcuid,gur
óg,lán,mo,suas
maidir,anois,anseo,saol
éis,iad,thabhairt,dé
fíor,ag,seisean,rialtas
fós,bliana,bean,uirthi
céard,Gaeilge,cad,ea
hÉireann,mé,uaidh,scéal
bhfuil,rialtas,anois,den
fíor,áirithe,í,cén
is,mhaith,acu,bhí
aghaidh,ndiaidh,oiread,leanas
anois,rinne,chuaigh,díreach
mbeidh,fada,rinne,leanas
láthair,leabhar,réir,b'fhéidir
aici,alt,is,gcónaí
inniu,sásta,nuair,ní
nach,eile,mhór,dó
uirthi,gur,measc,thart
chur,teanga,dara,uair
mhór,amach,níl,dúirt
ansin,thug,bhí,síos
daoine,chun,arsa,dhéanamh
na,agam,de,shin
bheidh,riamh,é,roinnt
againn,siar,ár,mhaith
cuireadh,ort,isteach,bíonn
fós,réir,é,rá
don,bhíodh,oíche,bliain
í,leithéid,i,féidir
má,mbaile,dó,mhaith
don,taobh,tháinig,lámh
raibh,súil,bhaile,fós
saol,léir,minic,ainm
bliain,láthair,ón,cliath
bhí,anois,chuig,nár
ina,eile,agus,chun
iarraidh,feadh,mo,am
seo,fháil,cur,siúl
beag,leabhar,fearr,an
síos,leor,minic,nua
leithéid,bhíodh,uaidh,liom
thug,agat,scoil,ábhar
sa,atá,rialtas,féin
thug,anuas,mbeidh,chuaigh
ndiaidh,trí,átha,seisean
méid,dhuine,mo,éigin
cuid,amuigh,hÉireann,áit
eile,i,lámh,duit
má,oibre,arís,bíonn
mé,don,ndiaidh,daoine
iarraidh,lámh,eolas,beidh
siúl,áirithe,fáil,má
minic,di,fáil,oíche
oíche,bheidh,réir,tar
ainm,lán,seán,oibre
gcuid,dhiaidh,de,thabhairt
roimhe,ndiaidh,dul,sin
ba,lucht,bhain,Éirinn
gach,os,dar,fháil
maith,daoine,dtí,fuair
ann,dé,gur,am
áit,bhíonn,bhliain,agat
ort,cad,féin,baint
a,atá,gcuid,dom
a,cheana,mhaith,sásta
lár,beidh,ceart,déanamh
an,tí,caint,ort
má,ort,leabhar,dhuine
tú,lena,amach,uí
dá,níor,cinn,aige
sin,cur,chéile,am
ndiaidh,sí,leith,ag
dhaoine,deir,átha,gur
dóibh,siad,má,nua
Gaeilge,arsa,bharr,Gaeltachta
uile,ann,úsáid,raibh
daoine,lucht,bhliain,a
léi,dhaoine,ansin,áirithe
ár,agam,siad,chuid
aghaidh,má,nós,scríobh
Ghaeilge,ceart,ceart,le
dhá,dhaoine,fearr,seán
bíonn,dé,ná,tíre
fós,na,dé,freisin
céard,lucht,uirthi,air
leabhar,liom,duit,amach
mbaile,mbíonn,díreach,más
sé,céard,fháil,iad
mac,teanga,lá,feadh
níl,nach,faoin,cé
an,á,rialtas,chuige
ba,lena,féidir,maith
cheart,tíre,caint,roimhe
dá,Gaeilge,saol,léi
maidir,é,fíor,roinnt
gach,gcuid,freisin,measc
tharla,mé,dhuine,maith
gceist,arís,os,am
ais,caint,mo,fíor
seán,mé,arsa,amháin
sé,ach,mór,Éirinn
ndiaidh,lá,ndóigh,siar
lae,átha,féin,má
bheadh,bhaile,Gaeilge,obair
is,í,rá,ábhar
bhean,más,gcuid,siúl
bliain,fós,í,bhaile
ais,chéile,gur,fearr
éis,tá,leanas,ceart
den,bean,lán,sí
tar,chéile,seo,againn
de,chuige,cuid,úsáid
caite,dhuine,Irish,scoil
beidh,roimh,éigin,obair
chuige,caint,sa,de
oíche,má,réir,léi
bhfuil,síos,alt,idir
cheana,isteach,rá,chun
cliath,mhór,mbeadh,chur
rith,tá,rá,seán
obair,fear,Gaeltachta,tír
mhór,bhfuil,thabhairt,iad
bheidh,eolas,dhiaidh,leor
déanta,baile,ea,céard
timpeall,cur,níor,am
aghaidh,cur,ina,chuid
lár,lá,raibh,dúinn
agat,a,más,ár
os,minic,muid,hÉireann
le,leo,linn,tar
lár,nua,scoil,bean
den,aige,bhí,chéad
láthair,anuas,tír,trí
sin,b'fhéidir,cé,bhíodh
réir,seisean,súil,chuid
chéile,díreach,againn,don
go,fear,mbaile,daoine
leo,mbaile,go,cliath
tú,fearr,beag,ann
tíre,Irish,tháinig,ansin
dá,rith,mó,anois
lá,bíonn,bhean,á
rud,fíor,roinn,duine
cheann,úsáid,arsa,bliain
measc,cliath,cé,scoil
lena,baint,bliana,hÉireann
riamh,teanga,muid,ansin
scríobh,deir,daoine,cúpla
áirithe,Gaeilge,sin,raibh
aghaidh,lár,i,dúinn
fuair,alt,nua,cén
daoine,bhfad,acu,sin
chuir,cad,deireadh,mar
chuaigh,leanas,ann,ábhar
díreach,is,de,cinnte
níl,saol,againn,roimh
más,air,an,cheart
teacht,ábhar,tí,leat
saol,Gaeilge,fuair,amach
ábhar,chuaigh,fearr,bhean
ais,mac,óg,cuireadh
bhaile,thar,féin,ní
bheidh,dhiaidh,siad,féidir
mó,tá,eolas,sna
cén,dúirt,úsáid,rinne
chuig,de,bhean,bhliain
má,tríd,bíonn,uaidh
ais,ina,mo,mórán
fearr,thug,amháin,oíche
seisean,ansin,tríd,trí
do,cheana,lae,bíonn
thar,leanas,tá,hÉireann
obair,amuigh,arís,freisin
bhaile,nár,Gaeilge,duine
nó,ais,mbeidh,anuas
feadh,beag,siúd,fíor
sna,saol,má,má
bliana,céanna,mise,nár
gceist,baile,liom,ansin
mar,bhain,Irish,ábhar
dhaoine,cinnte,rinne,minic
mise,teacht,san,bharr
riamh,ag,fuair,méid
léir,rinne,seisean,idir
thabhairt,arsa,orthu,Éirinn
mbaile,dom,rinne,scéal
eolas,lucht,ea,áit
de,lucht,muid,orm
cinn,fad,aon,fear
rá,measc,bhíodh,uair
nua,láthair,lán,fós
isteach,Ghaeilge,déanamh,againn
teacht,seisean,raibh,rith
le,ais,gach,níl
chuig,gcónaí,iarraidh,dara
agam,orm,bith,anuas
átha,bliana,teanga,dúirt
níor,tú,ann,uaidh
thart,cheana,aon,ndiaidh
i,oiread,léi,cinnte
leanas,bhliain,baint,air
ag,anseo,fearr,alt
sásta,rith,de,agus
obair,féidir,tharla,chuid
gceist,teach,leabhar,áirithe
bhain,chuige,ab,tú
de,ó,tar,chaith
mbeadh,fhios,riamh,ndiaidh
agus,cé,cheart,de
ina,aige,í,tí
bheidh,bhfad,roimhe,dhiaidh
dá,ea,níor,fhios
dhiaidh,duine,cuireadh,seisean
amuigh,baint,obair,leith
éis,ár,sna,bhfuil
dhiaidh,agat,ansin,leor
Ghaeilge,leis,maidir,mar
bhfad,mór,bhaile,dúinn
gach,bhliain,beag,nach
tar,dhiaidh,fáil,gur
na,éigin,arsa,iad
gcuid,orm,na,fós
í,don,ó,di
chuige,dara,ón,síos
bhaile,mhaith,uair,orthu
aige,cé,mór,na
ab,tír,go,b'fhéidir
arís,roimh,bhain,Éirinn
í,lucht,lár,liom
ceann,níor,gceist,os
leor,bheith,féin,bhfad
uisce,cén,Éirinn,amháin
minic,lá,cúpla,tharla
mór,sin,mó,bhaint
cad,dhaoine,seán,is
úsáid,ndóigh,sí,baile
uair,liom,rá,taobh
bhaile,ceart,b'fhéidir,a
thabhairt,ceann,chuir,bhaile
nuair,deir,tí,léi
den,dhá,agus,leis
ainm,léi,riamh,dó
déanta,dom,tharla,leithéid
fuair,sí,baile,gcónaí
é,bhfad,féin,roinn
tríd,mo,teanga,amháin
bean,amháin,thar,measc
cheann,ar,mbíonn,cén
ais,anseo,bith,má
chuid,mórán,cheart,ais
síos,réir,fháil,obair
ár,thabhairt,in,leis
bliana,muid,taobh,dom
hÉireann,ár,tír,sé
oiread,ag,chuaigh,scéal
nua,ainm,beidh,timpeall
uisce,isteach,deir,fuair
cheana,nó,síos,chun
oíche,taobh,eile,cad
ceann,fad,dóibh,maith
saol,aige,dóibh,síos
nua,seán,dhiaidh,scoil
léir,uaidh,chuige,é
déanamh,faoi,agat,uile
aige,nár,eile,dul
teach,istigh,rith,seisean
lucht,thaobh,siúd,tar
is,céard,uair,thart
más,nua,anseo,amuigh
scríobh,mbaile,nuair,roinnt
bheidh,oibre,sa,orm
agus,fháil,isteach,fhios
dhaoine,siar,óg,Ghaeilge
dé,síos,sé,mo
aghaidh,linn,linn,ceart
cúpla,cuireadh,uisce,leanas
tar,mac,roinn,leanas
saol,obair,obair,oibre
dhéanamh,mbeadh,ár,súil
chun,dúinn,uí,sí
bhfuil,roinnt,tar,muid
seán,leo,Irish,rinne
céard,muid,rá,bíonn
san,in,teach,áirithe
seán,fáil,orthu,chéile
sé,bliana,baile,anois
an,muid,bhean,di
leis,rud,uile,chuig
ais,freisin,gurb,bith
gurb,leo,aici,seisean
chuige,nó,againn,uile
deireadh,Gaeltachta,shin,díreach
uair,baint,teacht,bíonn
fuair,ina,dara,rith
ansin,mac,scéal,céard
nach,ina,fear,lán
chéile,uirthi,aige,fad
leithéid,lucht,bheadh,caite
mhaith,fuair,bliana,lár
Gaeltachta,faoin,rith,fáil
lae,dhá,istigh,thar
mbaile,freisin,chéile,bhaile
mbíonn,mhaith,chomh,léi
shin,isteach,átha,b'fhéidir
chaith,leanas,b'fhéidir,níos
thaobh,oiread,acu,méid
súil,uí,mhaith,féidir
gurb,lán,b'fhéidir,dhuine
fad,lán,mhaith,dhuine
fada,feadh,níor,air
úsáid,thug,trí,cinnte
fiú,súil,cheana,cuireadh
Éirinn,mé,méid,maidir
caite,chuaigh,cur,bíonn
súil,arís,nuair,dhéanamh
níos,ár,fear,dhá
lár,siúl,rud,léir
fear,bhíodh,ann,faoin
anseo,rinne,teanga,léi
di,muid,bhfad,Irish
baile,lucht,bharr,gan
cheart,uair,gur,chéad
dé,amuigh,daoine,tháinig
cén,seisean,aghaidh,dóibh
rialtas,feadh,dóibh,bheadh
sé,nár,mbeidh,féidir
sna,bhaint,mar,léir
leor,maidir,na,i
mór,gcuid,rinne,riamh
bhfad,mór,iarraidh,scoil
freisin,dhiaidh,siúd,mac
de,istigh,gan,baile
caint,seán,tú,lena
céard,cad,lán,dúinn
do,bean,obair,uí
ansin,dá,leo,nuair
caite,suas,mar,uaidh
cliath,tí,fearr,am
amháin,san,iad,baint
fáil,fós,dhéanamh,áirithe
aghaidh,rinne,éis,le
leithéid,chun,bith,dúirt
sna,uair,Gaeilge,riamh
baint,uisce,go,nós
láthair,chuig,bhfad,díreach
arís,aici,bhaile,fear
dóibh,linn,cliath,siad
roinn,den,uair,roimh
fada,ábhar,bliain,nuair
seo,thug,sna,á
lá,gan,fiú,dara
sna,sin,rá,deireadh
ár,bhaile,uí,ceart
taobh,in,ina,cé
ann,síos,aon,dhiaidh
éis,tríd,mo,bliana
fháil,liom,ag,mhaith
den,ea,mise,ab
suas,measc,í,cheart
dhuine,leanas,aon,á
alt,céanna,ina,gach
cad,go,chun,ab
thug,san,mar,uí
orthu,faoi,cur,shin
féin,go,fearr,faoi
chéile,rith,tá,ndóigh
anseo,chuir,Gaeltachta,réir
bliain,siad,gan,siúd
bheidh,orthu,cinn,gceist
súil,chuige,tíre,lena
mbaile,as,fós,riamh
bliain,nuair,bhíodh,le
ea,oíche,leo,Irish
níos,ndóigh,beag,sí
féin,scoil,dhaoine,alt
í,acu,rá,chéad
eile,sásta,éis,de
thart,tír,dúinn,thabhairt
fada,déanamh,ár,oíche
shin,caite,aige,dhaoine
bheith,arís,gan,chuig
dúinn,tríd,tú,liom
do,dtí,sí,anuas
dó,os,shin,acu
dó,di,mbeidh,acu
thabhairt,thart,nós,níor
roimh,anuas,rinne,eolas
fáil,fíor,chur,faoin
bhí,bheith,aici,le
méid,dtí,bhfad,céard
raibh,gcuid,cinnte,chuid
rinne,dom,roimh,muid
tú,lá,muid,den
oíche,siad,mo,bhíonn
Ghaeilge,oiread,dó,síos
idir,éigin,deir,óg
mbeidh,deireadh,san,duit
cliath,nó,faoi,dara
cuid,Gaeltachta,orm,léir
leat,thabhairt,chéad,bheidh
riamh,feadh,dúirt,agam
caint,éis,dtí,rá
am,Éirinn,mbeadh,gach
bliana,fáil,againn,dul
leanas,cinnte,beidh,thar
dúirt,eolas,rialtas,siad
linn,isteach,chuid,átha
agus,siar,atá,chéad
cheart,fhios,teanga,éigin
maith,seisean,ag,di
más,caite,dúirt,sin
baile,chuaigh,ag,arís
i,chuaigh,seán,Irish
le,amháin,dtí,faoi
bheadh,mór,sna,aon
bhaile,beag,cén,tí
cén,tá,dhuine,dhá
láthair,chuig,leat,ndóigh
gur,leithéid,bhaint,ainm
siad,fad,mór,scoil
hÉireann,mórán,ná,Éirinn
cén,déanamh,scoil,díreach
mac,mbeidh,teach,bhfuil
dá,dhuine,eile,iarraidh
an,arís,beidh,duit
mo,baint,cuid,mbeidh
oibre,chuig,anois,bhaint
nós,gcuid,don,gcuid
bliain,fháil,siúd,chuaigh
linn,ar,mbeadh,éigin
thug,fáil,fháil,féin
am,as,uí,eolas
riamh,aici,ann,sin
féidir,arsa,lámh,den
gurb,eile,rith,dar
chur,bhaint,leat,fuair
timpeall,arsa,bhaint,thug
ea,seo,roinn,leo
lámh,scoil,amach,cheana
measc,di,ann,bhíonn
gcónaí,óg,bheadh,fíor
nós,againn,leor,siúd
isteach,mhaith,mé,riamh
ndóigh,tíre,deir,agus
tá,chuig,rinne,daoine
bhí,air,céanna,níos
mar,aon,gan,deir
do,linn,ainm,gach
duine,tú,freisin,againn
nua,caite,rialtas,mbeidh
don,bhaile,alt,gurb
réir,tíre,chur,bharr
gur,seisean,cé,chomh
muid,cinnte,riamh,scríobh
amháin,réir,dúirt,as
síos,tríd,liom,leanas
láthair,tháinig,níl,lá
aghaidh,cheann,bhliain,mórán
rinne,deir,in,gach
hÉireann,níos,gcónaí,liom
siúd,leat,tríd,suas
cúpla,rinne,tú,níl
tú,ina,tharla,chuid
deireadh,dé,freisin,do
uisce,sé,hÉireann,leis
í,maidir,leis,mó
mhaith,acu,gcuid,déanta
inniu,léi,ba,maidir
seisean,mise,bhfuil,mbaile
ceart,oiread,obair,anuas
áit,ag,orthu,gurb
áirithe,méid,de,bheidh
tar,leis,tar,deireadh
ais,ab,tú,bheadh
ina,cé,níl,as
mar,fiú,cheana,rud
na,mó,istigh,gach
gceist,ansin,fearr,mo
leo,gcuid,féidir,chuir
chaith,faoi,mórán,óg
fiú,amháin,tíre,alt
dar,di,tú,éigin
tí,bhean,b'fhéidir,féin
fós,chur,agus,duine
dé,sin,cad,agus
muid,sí,Gaeilge,réir
ina,faoi,inniu,dom
go,duit,chuir,dúirt
riamh,muid,uí,ná
iad,chuir,chun,nó
arsa,dhéanamh,leor,raibh
sa,sé,san,beidh
suas,ainm,iarraidh,ceart
rialtas,uirthi,ceann,ais
gurb,mbeadh,gceist,feadh
bheidh,os,do,rá
mé,siar,chuid,arsa
bhaile,déanta,mac,tú
do,faoin,sna,san
arís,átha,fear,mbeidh
dó,cén,trí,bheadh
orthu,caint,ba,roinn
uirthi,daoine,úsáid,bliana
áit,teacht,ná,chuaigh
ná,cuireadh,cuid,leanas
ina,nua,Gaeilge,uair
thar,súil,teach,bharr
bith,os,dtí,bhfad
bith,thar,súil,Gaeilge
don,chaith,láthair,rinne
á,méid,réir,lae
cliath,chuaigh,chuige,aon
i,áirithe,tar,dom
é,baile,mórán,di
amach,nuair,dhaoine,é
bhfuil,áit,bhfad,gur
tríd,mar,ní,síos
istigh,bhíodh,tír,gur
ea,baile,Irish,roinnt
uair,leor,amach,iarraidh
ár,arís,leo,nós
mo,fad,uisce,cuid
teach,ina,siúl,cinn
déanamh,bhain,ba,síos
é,istigh,má,cheart
roimhe,na,níos,rialtas
shin,fada,lch.,leabhar
gurb,níl,siad,ón
cinnte,uirthi,fáil,i
ábhar,istigh,níos,anseo
ar,dar,bíonn,ná
agam,bhfuil,uile,chéile
cuid,mbeidh,chuige,cheann
baint,hÉireann,thabhairt,bhíodh
cur,beidh,dar,as
bheith,bliain,anseo,scoil
ón,chur,bliain,leanas
minic,ach,raibh,síos
baint,fada,faoin,oibre
bhaile,Irish,cé,Gaeltachta
uisce,fáil,ann,feadh
teacht,ná,déanta,ort
trí,á,hÉireann,anuas
bhfuil,rud,rinne,más
chomh,anois,nua,nua
dhuine,ais,sí,bheith
siar,gach,tháinig,Irish
nuair,do,oíche,cliath
nach,céanna,arís,níor
siúd,ba,nach,bhliain
sí,amach,éigin,amuigh
scéal,dom,scoil,liom
gach,dar,as,leis
bhfuil,cinnte,iarraidh,aici
bliana,cliath,as,orm
réir,seán,ceart,bharr
féidir,ea,sásta,rith
fiú,lámh,uile,istigh
cheann,dhiaidh,fós,dó
dhiaidh,é,amháin,beag
bhfad,os,minic,dé
níl,maith,teanga,cliath
baint,alt,ní,rinne
sí,mbeadh,Irish,ainm
thabhairt,air,is,baile
sin,anseo,scéal,aige
an,cén,scoil,anseo
fíor,deireadh,rith,baint
dhaoine,óg,chuig,teanga
uaidh,na,ea,cheart
amuigh,fuair,lámh,nach
lán,bhí,cad,chuir
bliana,bhfuil,uaidh,as
mbaile,gurb,láthair,mbaile
ná,ina,baile,níor
roinnt,seo,síos,fíor
rá,tharla,bliain,riamh
bheadh,bean,dó,rialtas
thart,is,scoil,súil
bheith,ea,fhios,bheidh
caint,ceart,tí,deir
scoil,seán,áit,gur
ó,orthu,seán,rialtas
de,measc,dó,dul
feadh,bhfuil,dá,lámh
cén,uaidh,Irish,méid
ar,lámh,go,gcónaí
níos,tríd,deir,scríobh
measc,is,bliain,beidh
ár,ár,air,faoin
úsáid,teanga,aon,aon
fad,agam,ann,chaith
minic,na,aige,cuireadh
sna,mbeidh,níos,chun
uile,hÉireann,lá,gan
úsáid,ea,rialtas,ná
lena,dúirt,amach,riamh
aige,nach,Gaeltachta,níos
bíonn,taobh,fíor,tháinig
bíonn,níor,ais,teacht
éigin,dúinn,riamh,ea
lán,nó,chaith,b'fhéidir
uisce,ag,roinnt,tír
lae,bhfad,bheith,láthair
seisean,agat,Ghaeilge,dhéanamh
am,amach,déanamh,mbíonn
alt,mbeidh,nua,dom
fuair,ndiaidh,scéal,ais
tú,is,fháil,rinne
déanta,ó,lena,mór
roinn,deireadh,mór,in
orthu,ndóigh,Gaeltachta,chuid
níos,cad,dom,lámh
as,féidir,lae,gur
ndiaidh,cuid,bhfuil,lán
má,fada,lár,bhfuil
uair,nó,áit,sí
rud,caint,lena,bhliain
féin,sé,aon,ceart
leanas,léi,nuair,minic
duine,ár,éigin,mórán
dhá,chuid,siúd,mhaith
fíor,go,saol,tháinig
chun,do,ort,in
mar,leat,dhéanamh,dar
agam,anuas,bhean,chéad
ábhar,dtí,bhfad,Gaeilge
acu,fáil,dó,maith
ní,mise,scéal,bhean
ab,cuireadh,rá,éigin
bhfad,chéad,dom,rialtas
cheart,is,cheana,siar
ea,é,bheith,chuid
tí,gach,di,siad
lena,fhios,mbeadh,nós
úsáid,hÉireann,cuireadh,déanamh
lch.,ón,mbeadh,cheart
níor,aghaidh,bhliain,ort
níos,síos,dara,liom
agat,den,agat,dá
tríd,taobh,mórán,cén
chuid,mar,lár,gcuid
dhaoine,roimhe,tríd,bheith
bhaint,rith,thabhairt,chomh
raibh,uirthi,dé,dtí
isteach,dhaoine,chomh,dé
léir,idir,tí,roinn
chuig,liom,mbeidh,siad
dul,eolas,céanna,di
leis,bliain,bhíonn,bhliain
scoil,bhfuil,sna,duine
fiú,rialtas,fuair,nár
súil,aige,lár,fad
más,bhí,seán,bharr
de,bliana,tríd,aige
Irish,súil,gur,mbíonn
mó,bharr,leith,mar
scéal,leanas,níos,lán
sa,más,aige,leo
tí,obair,lámh,gcuid
fearr,léi,scéal,uí
óg,dar,léir,arsa
duine,fad,níos,sin
tí,leor,leithéid,dhá
bhaile,sin,fiú,dtí
bheith,fhios,cinnte,san
féidir,níl,uile,dúirt
